promptID,pairID,source,target,MTQE_annotator0,MTQE_annotator1,MTQE_annotator2,MTQE_annotator3,MTQE_annotator4,MTQE_annotator5,MTQE_annotator6,MTQE_scores,MTQE_z_scores,MTQE_mean,MTQE_z_mean
9400,28196,"Tuppence believed that drinking it wouldn 't harm her , but it did .","Zwei Penny glaubten , das trinken würde ihr nicht schaden , aber das tat es .",50,50,29,,,,,"[50.0, 50.0, 29.0]","[-0.5328361208418863, -0.49286294581436096, -1.102262114590672]",43.0,-0.7093203937489729
77352,232051,Tommy was uninterested in the loaf .,Tommy war nicht an dem Brot interessiert .,15,100,90,100.0,,,,"[100.0, 90.0, 100.0]","[1.1081731307655542, 0.7154966815550173, 0.5119494008427243]",96.66666666666669,0.7785397377210986
82712,248130,"Woody Harrelson visits Frasier , but will not leave .","Woody Harrelson besucht frasier , wird aber nicht gehen .",91,70,69,,,,,"[91.0, 70.0, 69.0]","[0.584392116578454, 0.14755148481760513, 0.08971086648846861]",76.66666666666667,0.27388482262817593
28660,85976,"These protocols should stay as separated from the whole system as they can , according to Hungerford .","Diese Protokolle sollten vom gesamten System so getrennt bleiben , wie sie es können , laut Hunger Ford .",91,75,69,,,,,"[91.0, 75.0, 69.0]","[0.584392116578454, 0.30765509247559664, 0.08971086648846861]",78.33333333333333,0.32725269184750644
95528,286576,"The CA Dept. of Aging has hired a new legal services developer as of June , 2016 , his name is Bob Johnson .","Die Abteilung ca. Der Aging hat seit Juni 2016 einen neuen juristischen Service-Entwickler eingestellt , sein Name ist Bob Johnson .",69,50,55,,,,,"[69.0, 50.0, 55.0]","[-0.015096205939777337, -0.49286294581436096, -0.3274796768892305]",58.0,-0.2784796095477896
109421,328251,CBS News can handle the attempts at strangulation-in-cradle .,Die Cbs-Nachrichten können die versuche mit Strangulation-in-wiege bewältigen .,70,65,69,,,,,"[70.0, 65.0, 69.0]","[0.012153263265596818, -0.012552122840386405, 0.08971086648846861]",68.0,0.02977066897122634
129865,389573,I don 't like what you are implying .,"Mir gefällt nicht , was du andeuten willst .",100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
60867,182597,They jumped up and down and went crazy .,Sie sprangen rauf und runter und wurden verrückt .,100,100,95,,,,,"[100.0, 100.0, 95.0]","[0.8296373394268215, 1.1081731307655542, 0.8644933041899099]",98.33333333333331,0.9341012581274284
37717,113147,You could hear the second the lightning struck the garbage can .,"Man konnte hören , wie der Blitz den Mülleimer einschlug .",85,70,90,,,,,"[85.0, 70.0, 90.0]","[0.4208953013462091, 0.14755148481760513, 0.7154966815550173]",81.66666666666667,0.4279811559062772
50264,150788,Interlocking boards are in high demand .,Die Stellwerk sind in hohem Maße gefragt .,25,70,50,100.0,53.0,,,"[70.0, 50.0, 53.0]","[0.14755148481760513, -0.4764762995241231, 0.34331108546248007]",57.66666666666666,0.004795423585320684
126723,380151,It is a slab .,Es ist eine Platte .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
73274,219817,IGRA is criticized by both Democrats and Republicans .,Granici wird von den Demokraten und den Republikanern kritisiert .,50,50,30,,,,,"[50.0, 50.0, 30.0]","[-0.5328361208418863, -0.49286294581436096, -1.0724627900636934]",43.33333333333334,-0.6993872855733135
6609,19823,We collect our recyclable materials in piles .,Wir sammeln unsere Recyclebar Materialien in Stapel .,90,70,69,,,,,"[90.0, 70.0, 69.0]","[0.55714264737308, 0.14755148481760513, 0.08971086648846861]",76.33333333333333,0.26480166622638457
123953,371841,TI displays all the prizes they get .,"Ti zeigt alle Preise an , die Sie bekommen .",91,70,69,,,,,"[91.0, 70.0, 69.0]","[0.584392116578454, 0.14755148481760513, 0.08971086648846861]",76.66666666666667,0.27388482262817593
64475,193420,Did the beastly thing stick ?,Ist das abscheuliche Ding da ?,50,50,55,,,,,"[50.0, 50.0, 55.0]","[-0.5328361208418863, -0.49286294581436096, -0.3274796768892305]",51.66666666666666,-0.4510595811818259
126902,380688,Trust me on this .,Vertrauen sie mir .,100,90,69,100.0,,,,"[100.0, 90.0, 100.0]","[0.8296373394268215, 0.7879659154495712, 0.5119494008427243]",96.66666666666669,0.7098508852397057
87764,263284,That is a serous charge .,Das ist eine Seröse Anklage .,91,70,69,,,,,"[91.0, 70.0, 69.0]","[0.584392116578454, 0.14755148481760513, 0.08971086648846861]",76.66666666666667,0.27388482262817593
59758,179270,That was very unwise .,Das war sehr unklug .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
69976,209923,It 's the scariest thing about it .,Das ist das schlimmste daran .,0,80,100,100.0,,,,"[80.0, 100.0, 100.0]","[0.46775870013358817, 1.0134899268248025, 0.5119494008427243]",93.33333333333331,0.6643993426003717
39688,119060,I would be happy to do it again sometime .,Ich würde es gerne mal wieder tun .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
76047,228136,Clinton rarely ever approves of all the policies proposed to him .,"Clinton ( s ) , Berichterstatter . - ( en ) Herr Präsident , liebe Kolleginnen und Kollegen !",0,5,1,,,,,"[0.0, 5.0, 1.0]","[-1.895309581110594, -1.9337954147362848, -1.9366432013460702]",2.0,-1.9219160657309828
76071,228208,the Clinton parallel is obvious .,Die Clinton-Parallele ist offensichtlich .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
27090,81266,President Clinton was searching for an acceptable means of increasing Social Security 's revenue .,Präsident Clinton war auf der Suche nach einem akzeptablen Mittel zur Erhöhung der Einnahmen der sozialen Sicherheit .,100,90,100,,,,,"[100.0, 90.0, 100.0]","[0.8296373394268215, 0.7879659154495712, 1.0134899268248025]",96.66666666666669,0.8770310605670651
91603,274801,Kramenin repeated Hersheimmer 's name thoughtfully .,Einzelnachweise einzelnachweise,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-1.895309581110594, -2.093899022394276, -1.9664425258730487]",0.0,-1.9852170431259728
52121,156359,People are always aligned with what keeps them safe .,"Die Menschen sind immer auf das ausgerichtet , was sie in Sicherheit hält .",100,95,91,,,,,"[100.0, 95.0, 91.0]","[0.8296373394268215, 0.9480695231075628, 0.7452960060819959]",95.33333333333331,0.84100095620546
34213,102635,Gertis was the capital of Crete when it was a province of the Roman Empire .,"Gertis war die Hauptstadt von Kreta , als es eine Provinz des Römischen Reiches war .",100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
114292,342864,11 and a half .,11 und eine Hälfte .,100,50,91,100.0,,,,"[100.0, 91.0, 100.0]","[0.8296373394268215, 0.7452960060819959, 0.5119494008427243]",97.0,0.6956275821171806
2500,7498,The Delian League did not locate the treasure here .,Die Delos-Liga hat den Schatz hier nicht gefunden .,100,100,30,100.0,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 0.5119494008427243]",100.0,0.8165866236783668
95373,286111,He took a moment to sigh heavily .,"Er hat sich einen Moment Zeit genommen , um schwer zu seufzen .",100,90,91,,,,,"[100.0, 90.0, 91.0]","[0.8296373394268215, 0.7879659154495712, 0.7452960060819959]",93.66666666666669,0.7876330869861295
31203,93605,The Commission should consider this because it 's fundamental .,"Die Kommission sollte dies in Erwägung ziehen , weil sie von grundlegender Bedeutung ist .",90,80,100,,,,,"[90.0, 80.0, 100.0]","[0.55714264737308, 0.46775870013358817, 1.0134899268248025]",90.0,0.6794637581104902
127270,381792,45 to 48 is a good guess .,45 bis 48 ist eine gute Vermutung .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
88769,266299,The hypothetical environmental data is in the table .,Die Hypothetischen Umwelt Daten liegen in der Tabelle .,91,70,69,,,,,"[91.0, 70.0, 69.0]","[0.584392116578454, 0.14755148481760513, 0.08971086648846861]",76.66666666666667,0.27388482262817593
22372,67112,I shouted Poirot .,Ich habe poirot gerufen .,75,65,69,,,,,"[75.0, 65.0, 69.0]","[0.1484006092924676, -0.012552122840386405, 0.08971086648846861]",69.66666666666667,0.07518645098018327
58293,174875,"Hold on a minute , I have a call .","Warte mal , ich habe einen Anruf .",100,100,91,,,,,"[100.0, 100.0, 91.0]","[0.8296373394268215, 1.1081731307655542, 0.7452960060819959]",97.0,0.8943688254247905
69397,208186,She frowns .,Sie missbilligt es .,0,80,90,100.0,,,,"[80.0, 90.0, 100.0]","[0.46775870013358817, 0.7154966815550173, 0.5119494008427243]",90.0,0.5650682608437766
8463,25385,You would never call your friends with the telephone .,Du würdest deine Freunde nie mit dem Telefon anrufen .,100,100,90,,,,,"[100.0, 100.0, 90.0]","[0.8296373394268215, 1.1081731307655542, 0.7154966815550173]",96.66666666666669,0.8844357172491311
78472,235410,The faithful make their devotions while listening to the rush of the nearby river .,"Die Gläubigen machen ihre Andacht , während sie dem Ansturm des nahe gelegenen Flusses lauschen .",100,85,100,,,,,"[100.0, 85.0, 100.0]","[0.8296373394268215, 0.6278623077915797, 1.0134899268248025]",95.0,0.8236631913477345
13401,40199,but considering how lazy you are it 's unlikely,"Aber wenn man bedenkt , wie faul du bist , ist es unwahrscheinlich .",100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
61959,185873,The whole deal was almost ruined by the President 's comments .,Der Präsident . - nach der Tagesordnung folgt die Aussprache über den Bericht ( kom ( ) -,0,5,1,,,,,"[0.0, 5.0, 1.0]","[-1.895309581110594, -1.9337954147362848, -1.9366432013460702]",2.0,-1.9219160657309828
76102,228301,Eastland Texas in located in East Texas .,Geschichte die Stadt wurde am,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-1.895309581110594, -2.093899022394276, -1.9664425258730487]",0.0,-1.9852170431259728
90419,271249,Thirty degress one day .,", eines Tages .",0,10,10,,,,,"[0.0, 10.0, 10.0]","[-1.895309581110594, -1.7736918070782932, -1.6684492806032636]",6.666666666666668,-1.7791502229307168
13366,40094,"You 're very liberating , Tuppence !","Du bist sehr befreiend , Penny !",50,40,29,,,,,"[50.0, 40.0, 29.0]","[-0.5328361208418863, -0.813070161130344, -1.102262114590672]",39.66666666666666,-0.8160561321876342
99587,298753,She stared at Tuppence doubtfully .,Sie starrte zwei Penny unsicher an .,50,40,29,,,,,"[50.0, 40.0, 29.0]","[-0.5328361208418863, -0.813070161130344, -1.102262114590672]",39.66666666666666,-0.8160561321876342
67212,201631,She only flosses while sitting down .,"Sie hat sich nur flosses , während sie sich setzt .",30,30,29,,,,,"[30.0, 30.0, 29.0]","[-1.0778255049493695, -1.133277376446327, -1.102262114590672]",29.66666666666667,-1.1044549986621226
31318,93950,At lower prices .,Zu niedrigeren Preisen .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
121580,364724,"Every other day , they inconsistently bow their heads to the ground .",Jeden zweiten Tag verbeugen sie sich nicht mehr vor dem Boden .,25,50,50,,,,,"[25.0, 50.0, 50.0]","[-1.2140728509762402, -0.49286294581436096, -0.4764762995241231]",41.66666666666666,-0.7278040321049081
111471,334401,They could be trusted with his life .,Man könnte ihm mit seinem Leben vertraut sein .,29,45,100,90.0,28.0,,,"[29.0, 45.0, 28.0]","[-1.1050749741547434, -0.6529665534723526, -0.6686158244399316]",34.0,-0.8088857840223426
61376,184124,"Move past , Cavalry !","Vorwärts , Kavallerie !",70,80,70,,,,,"[70.0, 80.0, 70.0]","[0.012153263265596818, 0.46775870013358817, 0.11951019101544712]",73.33333333333333,0.19980738480487736
73002,219001,A dignitary has been visiting for twelve days .,Ein Würdenträger ist seit zwölf Tagen zu Besuch .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
96757,290263,"Certainly , you comprehend it clearly .","Gewiß , ihr begreift es doch .",70,90,69,,,,,"[70.0, 90.0, 69.0]","[0.012153263265596818, 0.7879659154495712, 0.08971086648846861]",76.33333333333333,0.2966100150678789
49334,147998,Everyone who was worshiping rose up .,"Jeder , der verehren , erhob sich .",100,50,60,85.0,29.0,60.0,,"[50.0, 60.0, 60.0]","[-0.49286294581436096, -0.178483054254338, -0.03156713032971286]",56.66666666666666,-0.23430437679947055
64022,192061,Thorn did not agree with anyone elses ideas .,Der Präsident . - das Wort hat Herr Moreland ; er spricht im Namen der,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-1.895309581110594, -2.093899022394276, -1.9664425258730487]",0.0,-1.9852170431259728
60015,180041,PM2 was coufounded greatly .,Einzelnachweise einzelnachweise,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-1.895309581110594, -2.093899022394276, -1.9664425258730487]",0.0,-1.9852170431259728
101131,303385,"In the Lake District , Riverglen is the most well known valley .",Im Lake District ist riverglen das bekannteste Tal .,91,70,69,,,,,"[91.0, 70.0, 69.0]","[0.584392116578454, 0.14755148481760513, 0.08971086648846861]",76.66666666666667,0.27388482262817593
35444,106328,"Yes , uh-huh .","Ja , äh ja .",100,80,91,,,,,"[100.0, 80.0, 91.0]","[0.8296373394268215, 0.46775870013358817, 0.7452960060819959]",90.33333333333331,0.6808973485474685
15522,46562,Is it something that matters ?,"Ist es etwas , das zählt ?",100,75,100,,,,,"[100.0, 75.0, 100.0]","[0.8296373394268215, 0.30765509247559664, 1.0134899268248025]",91.66666666666669,0.7169274529090736
47168,141500,Nothing sets them apart and they 're all reprehensible people .,Nichts bringt sie auseinander und sie sind alle verwerflich Menschen .,100,65,69,95.0,,,,"[65.0, 69.0, 95.0]","[-0.012552122840386405, 0.08971086648846861, 0.2733965705105799]",76.33333333333333,0.11685177138622073
3194,9580,The German may be involved with the trouble with the A.S.E.,Der Deutsche kann sich mit dem Problem mit dem Mechaniker befassen .,69,50,40,,,,,"[69.0, 50.0, 40.0]","[-0.015096205939777337, -0.49286294581436096, -0.7744695447939082]",53.0,-0.42747623218268216
90655,271957,That makes sense to Tuppence .,Das ergibt einen Sinn für zwei Penny .,50,30,29,,,,,"[50.0, 30.0, 29.0]","[-0.5328361208418863, -1.133277376446327, -1.102262114590672]",36.333333333333336,-0.9227918706262952
83709,251122,Clinton 's impeachment trial happened a year after this .,Clintons Amtsenthebung ist ein Jahr danach passiert .,70,90,100,,,,,"[70.0, 90.0, 100.0]","[0.012153263265596818, 0.7879659154495712, 1.0134899268248025]",86.66666666666669,0.6045363685133235
4915,14744,Sandycove was once a men 's soccer field .,Woche war einst ein Männer der Männer .,0,20,11,,,,,"[0.0, 20.0, 11.0]","[-1.895309581110594, -1.45348459176231, -1.638649956076285]",10.333333333333334,-1.6624813763163964
61690,185067,A Fodder Brother interrupted the conversation to say that she wasn 't available .,"Ein Futter Bruder unterbrach das Gespräch , um zu sagen , dass sie nicht zur Verfügung stand .",50,50,50,,,,,"[50.0, 50.0, 50.0]","[-0.5328361208418863, -0.49286294581436096, -0.4764762995241231]",50.0,-0.5007251220601234
11116,33345,Saltzer was a network architect .,Unix war ein Netzwerk Architekt .,29,50,50,,,,,"[29.0, 50.0, 50.0]","[-1.1050749741547434, -0.49286294581436096, -0.4764762995241231]",43.0,-0.6914714064977425
52844,158529,He was perfectly still .,Er war ganz still .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
1149,3446,Federal CIOs have begun using the advice that was given to them .,"Bundes haben begonnen , den Rat zu benutzen , der Ihnen gegeben wurde .",50,50,40,,,,,"[50.0, 50.0, 40.0]","[-0.5328361208418863, -0.49286294581436096, -0.7744695447939082]",46.66666666666666,-0.6000562038167184
126054,378145,He didn 't hit Ca 'daan .,Er hat ca ' daan nicht geschlagen .,91,70,69,,,,,"[91.0, 70.0, 69.0]","[0.584392116578454, 0.14755148481760513, 0.08971086648846861]",76.66666666666667,0.27388482262817593
101037,303104,Hansel and Gretel were given the ingredient list .,Hänsel und Gretel erhielten die Zutaten Liste .,100,70,69,100.0,90.0,,,"[70.0, 69.0, 90.0]","[0.14755148481760513, 0.08971086648846861, 1.8409629121180493]",76.33333333333333,0.6927417544747078
79125,237370,A discount rate is often used to present value calculations .,"Ein Abzinsungssatz wird oft verwendet , um wert berechnungen zu präsentieren .",91,70,69,,,,,"[91.0, 70.0, 69.0]","[0.584392116578454, 0.14755148481760513, 0.08971086648846861]",76.66666666666667,0.27388482262817593
76940,230816,Sir Ernest Heavywether in a clumsy way .,Sir Ernest Heavywether auf eine ungeschickt Art und Weise .,100,95,100,,,,,"[100.0, 95.0, 100.0]","[0.8296373394268215, 0.9480695231075628, 1.0134899268248025]",98.33333333333331,0.9303989297863956
106337,319002,Sather Kark had no questions .,Sather Kark hatte keine Fragen .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
45358,136071,"Paul Gigot , Woodhouse , and Marge McGregor","Paul Gebratene , Woodhouse und Marge Mcgregor",69,50,30,100.0,89.0,75.0,,"[69.0, 50.0, 75.0]","[-0.015096205939777337, -0.49286294581436096, 0.7546330967499291]",64.66666666666667,0.08222464833193026
53433,160296,Withdrawals of sugar when the sun came up .,"Rücknahmen von Zucker , als die Sonne kam .",100,50,100,100.0,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.0134899268248025, 0.5119494008427243]",100.0,0.7850255556981159
48416,145245,He had an evil frown on his face .,Er hatte einen bösen Blick auf sein Gesicht .,100,60,91,100.0,,,,"[100.0, 91.0, 100.0]","[0.8296373394268215, 0.7452960060819959, 0.5119494008427243]",97.0,0.6956275821171806
62025,186072,Tuppence left to a more appropriate location .,Zwei Pence sind an einen besseren Ort gegangen .,40,30,29,,,,,"[40.0, 30.0, 29.0]","[-0.8053308128956278, -1.133277376446327, -1.102262114590672]",33.0,-1.0136234346442088
25901,77700,Jeanette Winterson had nothing to do with the making of Gut Symmetries .,Jeanette Begründung hatte nichts mit der Herstellung von Darm symmetrien zu tun .,50,30,30,,,,,"[50.0, 30.0, 30.0]","[-0.5328361208418863, -1.133277376446327, -1.0724627900636934]",36.66666666666666,-0.9128587624506356
95911,287726,Tuppence called attention to the man in the blue coat .,Penny hat auf den Mann im blauen Mantel aufmerksam gemacht .,29,40,29,,,,,"[29.0, 40.0, 29.0]","[-1.1050749741547434, -0.813070161130344, -1.102262114590672]",32.666666666666664,-1.0068024166252532
69752,209252,Does it look like a lobster ?,Sieht es wie ein Hummer aus ?,100,85,100,,,,,"[100.0, 85.0, 100.0]","[0.8296373394268215, 0.6278623077915797, 1.0134899268248025]",95.0,0.8236631913477345
56764,170289,If you chew it you will see the heavens .,"Wenn du es kauen , wirst du den Himmel sehen .",70,75,100,,,,,"[70.0, 75.0, 100.0]","[0.012153263265596818, 0.30765509247559664, 1.0134899268248025]",81.66666666666667,0.444432760855332
56204,168609,Feeling better now that a bit of it 's coming back .,"Ich fühle mich besser jetzt , da ein bisschen davon zurück kommt .",100,100,70,,,,,"[100.0, 100.0, 70.0]","[0.8296373394268215, 1.1081731307655542, 0.11951019101544712]",90.0,0.6857735537359411
2306,6917,She discovered maintenance needed more attention .,"Sie entdeckte , dass die Wartung mehr Aufmerksamkeit brauchte .",100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
79690,239065,Movement of exerting has been prerecorded .,Die Bewegung der auszuüben wurde bereits aufgezeichnet .,20,50,69,85.0,50.0,82.0,,"[69.0, 85.0, 82.0]","[0.08971086648846861, -0.20370909015370894, 1.121526536053762]",78.66666666666667,0.3358427707961739
120255,360752,"Coward in 1928 wrote the song , A Room with a View .","Feigling 1928 schrieb das Lied , ein Zimmer mit Aussicht .",29,30,30,,,,,"[29.0, 30.0, 30.0]","[-1.1050749741547434, -1.133277376446327, -1.0724627900636934]",29.66666666666667,-1.1036050468882548
121922,365751,"He had bright , white teeth and navy blue eyes .","Er hatte helle , weiße Zähne und navy blaue Augen .",80,85,80,,,,,"[80.0, 85.0, 80.0]","[0.28464795531933834, 0.6278623077915797, 0.41750343628523223]",81.66666666666667,0.4433378997987168
34150,102447,Doryphorus of Polycletus is fairly unknown .,Doryphorus von Polycletus ist ziemlich unbekannt .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
64504,193508,Greuze gave Franklin the okay .,Greuze gab Franklin das okay .,100,75,100,,,,,"[100.0, 75.0, 100.0]","[0.8296373394268215, 0.30765509247559664, 1.0134899268248025]",91.66666666666669,0.7169274529090736
2186,6557,Tuppence decided that the tactic of shadowing was a good choice in this case .,"Tuppence entschied , dass die Taktik des Beschattet in diesem Fall eine gute Wahl war .",100,45,69,100.0,83.0,85.0,,"[69.0, 83.0, 85.0]","[0.08971086648846861, 1.557623377345374, 1.2787665814696905]",79.0,0.9753669417678444
128661,385966,The survey in no way involved anyone named Matthew .,Die Umfrage war in keiner Weise mit jemandem namens Matthew verbunden .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
72876,218624,The current amount of utility units emit an average of 8 million tons of sulfur dioxide per year .,Die derzeitige Menge an versorgungsunternehmen sendet durchschnittlich 8 Millionen Tonnen Schwefeldioxid pro Jahr aus .,91,70,69,,,,,"[91.0, 70.0, 69.0]","[0.584392116578454, 0.14755148481760513, 0.08971086648846861]",76.66666666666667,0.27388482262817593
94443,283322,Opera Madeleine .,Oper Madeleine .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
63982,191942,McCain never turns down an interview .,Mccain lehnt nie ein Interview ab .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
118126,354367,The novel isn 't flawless .,Der Roman ist nicht makellos .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
47243,141726,The link isn 't working at all anymore so it doesn 't count .,"Der Link funktioniert gar nicht mehr , also zählt er nicht mehr .",100,90,100,,,,,"[100.0, 90.0, 100.0]","[0.8296373394268215, 0.7879659154495712, 1.0134899268248025]",96.66666666666669,0.8770310605670651
678,2033,The diving experience in Sinai is undesirable to anyone .,Das tauchen auf dem Sinai ist für niemanden unerwünscht .,25,50,69,60.0,,,,"[50.0, 69.0, 60.0]","[-0.49286294581436096, 0.08971086648846861, -1.396473241814431]",59.66666666666666,-0.5998751070467745
21817,65448,We have a few Citgo stations around the area .,Wir haben ein paar Inszenierten-Stationen rund um die Gegend .,30,30,40,,,,,"[30.0, 30.0, 40.0]","[-1.0778255049493695, -1.133277376446327, -0.7744695447939082]",33.333333333333336,-0.995190808729868
9400,28197,Tuppence believed her that drinking it would not harm her .,"Zwei Penny glaubte ihr , dass es ihr nicht schaden würde .",30,30,29,,,,,"[30.0, 30.0, 29.0]","[-1.0778255049493695, -1.133277376446327, -1.102262114590672]",29.66666666666667,-1.1044549986621226
77352,232052,Tommy was musing as he made inroads .,"Tommy hat sich grübeln , als er es geschafft hat .",75,40,30,60.0,,,,"[40.0, 30.0, 60.0]","[-0.813070161130344, -1.0724627900636934, -1.396473241814431]",43.33333333333334,-1.0940020643361559
82712,248131,Harrelson 's character is annoying .,Harrelson Charakter ist nervig .,35,65,69,95.0,,,,"[65.0, 69.0, 95.0]","[-0.012552122840386405, 0.08971086648846861, 0.2733965705105799]",76.33333333333333,0.11685177138622073
28660,85977,The whole system of ED operations runs much more efficiently with these protocols integrated .,Das gesamte System der ED-Operationen läuft sehr viel effizienter mit diesen Protokollen .,70,100,80,,,,,"[70.0, 100.0, 80.0]","[0.012153263265596818, 1.1081731307655542, 0.41750343628523223]",83.33333333333333,0.5126099434387944
95528,286577,The California Dept. of Aging has an employee with the name Chisorom .,Die Kalifornische Abteilung . Des Alterns hat einen Mitarbeiter mit dem Namen chisorom .,91,50,45,95.0,79.0,70.0,,"[50.0, 45.0, 70.0]","[-0.49286294581436096, -0.6254729221590156, 0.4925663543900484]",55.0,-0.20858983786110935
109421,328252,CBS News ' ratings have reflected its emphasis on theatrics .,Cbs News ' ratings haben ihren Schwerpunkt auf Theater reflektiert .,20,60,30,100.0,29.0,,,"[20.0, 30.0, 29.0]","[-1.350320197003111, -1.0724627900636934, -0.6281387480438351]",26.33333333333333,-1.0169739117035463
129865,389574,You have never suggested anything to me .,Du hast mir nie etwas vorgeschlagen .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
60867,182598,They went insane .,Sie sind verrückt geworden .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
37717,113148,It was a calm and silent evening .,Es war ein ruhiger und stiller Abend .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
50264,150789,Interlocking boards are common .,Stellwerk sind häufig .,0,65,40,100.0,53.0,,,"[65.0, 40.0, 53.0]","[-0.012552122840386405, -0.7744695447939082, 0.34331108546248007]",52.66666666666666,-0.14790352739060486
126723,380152,It 's a concrete slab .,Es ist eine konkrete .,0,25,40,90.0,29.0,,,"[25.0, 40.0, 29.0]","[-1.2933809841043187, -0.7744695447939082, -0.6281387480438351]",31.33333333333333,-0.8986630923140208
73274,219818,IGRA is touted as a perfect solution .,Granici wird als perfekte Lösung angepriesen .,50,30,40,,,,,"[50.0, 30.0, 40.0]","[-0.5328361208418863, -1.133277376446327, -0.7744695447939082]",40.0,-0.8135276806940405
6609,19824,We throw our recyclables into the trash can .,Wir werfen unsere Wertstoffe in den Mülleimer .,100,100,100,,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.1081731307655542, 1.0134899268248025]",100.0,0.983766799005726
123953,371842,I am sure TI is awarded .,"Ich bin sicher , dass ti vergeben wird .",20,60,69,90.0,,,,"[60.0, 69.0, 90.0]","[-0.17265573049837793, 0.08971086648846861, 0.03484374017843548]",73.0,-0.016033707943824613
64475,193421,He was hoping that it stuck .,"Er hatte gehofft , dass es klemmt .",100,100,50,90.0,,,,"[100.0, 100.0, 90.0]","[0.8296373394268215, 1.1081731307655542, 0.03484374017843548]",96.66666666666669,0.6575514034569371
126902,380689,"Don 't take my word on it , try it yourself .","NEHMEN SIE NICHT MEIN Wort , versuchen sie es selbst .",91,70,69,,,,,"[91.0, 70.0, 69.0]","[0.584392116578454, 0.14755148481760513, 0.08971086648846861]",76.66666666666667,0.27388482262817593
87764,263285,That is a silly thing to accuse someone of .,"Das ist eine dumme Sache , jemanden zu beschuldigen .",100,60,100,100.0,,,,"[100.0, 100.0, 100.0]","[0.8296373394268215, 1.0134899268248025, 0.5119494008427243]",100.0,0.7850255556981159
59758,179271,That is quite wise .,Das ist sehr klug .,90,90,100,,,,,"[90.0, 90.0, 100.0]","[0.55714264737308, 0.7879659154495712, 1.0134899268248025]",93.33333333333331,0.7861994965491513
